Father_A,Father_B_1,Father_B_2,Father_C,Mother_A,Mother_B_1,Mother_B_2,Mother_C,D21_A,D21_B_1,D21_B_2,D21_C,T21_A,T21_B_1,T21_B_2,T21_C
NR_110599,0,0,1,2,7,4,2,5,0,0,0,14,1,0,1,9
NM_001330250,2692,1338,3019,4625,2843,1478,2107,2780,2913,1682,1673,7634,3264,1707,3296,4178
NM_001313903,2325,1175,2601,5761,2441,1254,1799,2842,2430,1387,1374,9827,2963,1525,2820,4852
NM_006164,2304,1163,2572,5696,2410,1237,1781,2802,2411,1375,1365,9722,2908,1500,2756,4765
NR_026966,1174,601,1378,2479,1186,584,970,1257,1368,791,792,4334,1426,737,1331,2736
NM_003659,1546,771,1864,3414,1518,809,1132,2005,1719,972,969,6323,1907,1032,1792,2713
NM_152517,144,74,134,324,109,65,78,193,95,50,47,546,141,72,125,353
NM_152275,64,28,77,244,48,27,37,134,83,42,64,539,104,59,113,235
NM_016953,202,100,209,595,240,111,189,351,173,103,104,857,238,114,221,493
NM_001077197,206,100,226,640,247,116,193,362,177,103,106,935,244,116,227,520
NM_001077358,134,67,144,398,171,82,131,259,100,61,64,583,148,69,128,323
NR_136171,5,1,7,30,6,3,6,12,3,1,3,40,9,6,4,21
NM_001365578,124,56,117,357,140,74,89,162,140,73,83,594,186,100,167,308
NM_001201482,57,33,43,261,52,21,36,72,53,36,34,265,84,45,71,185
NM_001201480,62,35,52,269,54,22,39,72,57,36,36,288,84,45,72,195
NR_110205,894,449,1003,1920,916,497,646,1084,968,544,541,3543,1222,633,1109,1982
NM_003690,1076,559,1174,2636,1055,545,761,1139,1222,723,711,5441,1452,761,1377,2322
NM_001042702,199,103,193,415,192,106,124,213,246,147,125,717,251,139,255,334
NM_001135212,112,65,108,170,72,40,60,114,150,99,95,514,176,93,158,161
NM_019091,528,248,644,1177,584,312,409,690,550,311,323,2501,604,320,601,1079
NR_038272,1993,1023,2108,3962,2813,1480,2107,2885,1484,860,816,5291,2364,1260,2109,3376
NR_038271,2232,1137,2407,4352,3107,1637,2343,3135,1694,986,947,5875,2644,1396,2390,3718
NM_001256850,3481,1753,3736,6402,4808,2551,3625,4236,2611,1503,1432,8758,4378,2311,4105,5582
NR_120594,10,7,5,18,12,6,15,18,22,13,6,4,13,7,9,15
NM_173648,1268,621,1302,2463,1629,847,1218,1571,1061,631,585,3316,1790,928,1702,2988
NM_178123,754,389,877,1874,1084,558,804,1516,1027,601,613,3547,1052,568,1001,2108
NM_001352809,53,23,71,345,72,45,66,107,62,39,36,241,98,58,91,218
NM_020943,796,381,925,1795,800,422,589,870,807,477,419,3568,1085,572,1015,1344
NR_104321,117,57,123,338,123,55,97,100,92,48,44,328,118,56,114,158
NM_182678,1052,539,1180,1648,863,445,655,769,854,509,459,2425,1125,557,1099,1242
NM_006357,1052,539,1179,1644,863,445,655,762,853,509,459,2412,1125,557,1094,1238
NR_130784,3518,1736,3909,9825,1890,999,1391,3811,3017,1727,1702,6724,5159,2690,4824,3872
NM_001316312,1804,932,1977,4940,1377,735,1021,2016,1705,1002,958,5046,2146,1167,2140,2993
NM_000885,6565,3276,7296,14718,4393,2344,3275,6047,5466,3201,3130,13625,7079,3783,7089,8337
NR_027690,1245,602,1498,3238,809,406,594,1331,947,548,521,2485,1324,699,1275,1881
NR_146176,0,0,1,33,1,1,0,0,0,0,0,5,6,2,6,3
NR_146175,0,0,1,26,1,1,0,0,0,0,0,5,6,2,6,2
NM_001287503,526,258,632,1229,368,194,264,480,558,320,325,2157,536,289,458,733
NR_048567,20,15,43,131,26,18,29,30,29,17,8,114,44,24,45,61
NM_001261425,18,15,27,121,32,21,33,30,17,10,8,96,32,13,37,54
NM_001258312,93,39,94,384,105,47,80,132,68,46,59,351,105,61,101,176
NM_005019,93,39,94,384,105,47,80,132,68,46,59,351,105,61,101,176
NR_073367,984,482,1030,2064,930,503,665,1061,859,487,535,2683,1021,566,972,1732
NM_001463,2,1,4,35,3,0,2,4,4,3,2,36,0,0,0,10
NM_013436,491,252,632,1359,609,325,420,327,464,260,287,1800,631,337,610,1464
NR_135688,25,17,31,76,64,43,38,50,42,28,31,174,57,34,58,159
NM_001287584,606,319,721,1056,597,311,415,572,541,310,301,2076,660,347,643,932
NM_138285,582,309,701,1034,583,302,402,558,516,294,290,2011,645,339,631,916
NM_194250,3228,1667,3645,4216,111,55,85,137,2131,1209,1258,5040,964,485,901,3578
NR_110217,7,5,6,24,2,1,5,6,5,3,9,9,10,5,14,7
NM_173651,293,146,334,577,291,158,219,224,312,182,205,843,348,187,298,357
NR_144453,48,22,53,95,51,25,36,34,42,22,29,66,50,35,66,51
NR_144454,42,19,35,70,39,19,25,28,36,18,25,53,38,27,45,47
NR_110218,309,160,361,793,366,197,247,340,380,225,208,1215,451,216,438,551
NM_018471,910,475,949,1335,726,402,511,810,904,539,477,2647,951,506,970,1102
NM_002210,790,411,859,1653,862,445,631,840,805,477,478,2752,952,511,991,1128
NM_001144999,711,368,770,1366,715,372,517,707,675,402,394,2175,808,430,851,867
NM_177454,77,37,74,189,89,56,59,219,59,30,28,367,45,17,43,144
NM_182521,2,1,1,15,0,0,1,0,0,0,0,6,6,4,2,2
NM_001369434,231,117,259,740,104,53,61,207,180,118,82,629,204,99,199,186
NM_001329241,50,18,45,226,47,25,45,57,56,35,30,256,58,36,53,88
NM_001032281,42,16,40,184,47,25,44,42,43,26,23,221,51,33,44,67
NR_126396,68,32,60,248,75,45,64,119,55,32,22,220,101,43,71,167
NM_001252669,37,20,48,198,31,19,35,44,29,18,15,131,30,14,22,69
NR_161166,9,3,13,40,12,6,7,13,4,2,9,52,16,9,10,42
NM_000090,4,3,6,31,1,0,0,2,0,0,1,20,4,3,7,26
NM_000393,23,13,19,113,35,20,25,36,38,25,15,141,70,34,67,80
NM_001303096,1312,660,1371,2440,1112,599,812,1136,1358,780,775,4206,1471,754,1486,1930
NM_032168,1311,659,1369,2437,1110,597,812,1136,1354,777,771,4206,1471,754,1486,1930
NM_014585,2,1,2,7,0,0,0,2,0,0,0,8,1,1,3,14
NM_001353493,144,73,145,289,121,68,79,134,130,73,76,589,141,73,151,345
NM_144708,513,274,595,1133,491,258,399,580,418,252,265,1761,620,330,590,875
NR_148883,197,99,205,510,231,120,193,284,260,154,163,928,372,207,327,541
NM_001371384,811,398,897,1943,828,438,564,950,928,533,491,3427,1067,579,1064,1374
NM_001321051,413,200,435,706,411,222,341,514,410,215,267,1459,498,261,493,621
NM_001321049,410,198,420,691,392,212,330,488,392,205,253,1442,476,247,472,590
NM_005259,0,0,0,1,3,1,1,2,0,0,0,0,0,0,0,7
NM_001042521,658,332,738,1510,714,343,567,809,639,394,397,2247,834,446,844,1880
NM_198047,1808,887,1996,3366,2052,1032,1580,2050,1897,1056,1097,6050,2306,1217,2200,3707
NM_001128928,219,129,275,657,201,92,143,236,240,137,159,1089,319,165,352,634
NM_017694,1394,677,1579,3070,1604,852,1239,1975,1602,946,938,6026,1828,983,1777,3268
NM_001142645,573,279,625,1353,558,297,457,829,719,422,409,2616,721,361,702,1376
NM_001321313,1338,723,1548,2976,1254,628,896,1410,1382,787,802,5158,2030,1038,1942,2798
NM_001256310,4061,2086,4537,6744,3400,1826,2500,2985,3824,2243,2153,11816,4605,2546,4420,4663
NM_007315,12194,6083,13505,23632,12260,6396,9092,11882,9335,5383,5368,19691,16070,8360,15394,23049
NR_136318,245,124,230,347,214,116,167,185,226,117,123,528,222,109,230,312
NM_001243835,375,183,407,703,142,74,76,99,480,262,304,1510,284,148,299,429
NM_001161819,41,18,55,205,62,26,34,76,74,49,40,380,158,82,160,201
NR_045622,1270,642,1396,2030,882,476,636,1002,919,537,534,2524,1308,709,1392,1957
NR_131917,1755,911,1891,3099,1301,685,942,1484,1200,686,746,3002,2065,1115,2013,3401
NR_157850,15,6,9,20,9,2,3,5,9,6,2,22,4,1,4,8
NM_004657,7,3,6,16,5,1,2,10,0,0,0,11,14,10,11,9
NM_001305134,82,47,96,233,101,44,72,61,63,42,38,201,88,49,106,149
NR_002769,2,1,5,8,1,0,1,4,3,1,0,10,2,0,1,7
NR_110222,21,7,31,55,20,12,12,23,17,10,14,54,34,19,35,41
NR_110223,0,0,1,21,1,1,1,5,8,3,1,18,6,4,7,9
NM_001127257,484,274,569,1050,427,235,344,696,563,303,289,2629,698,359,696,1149
NM_018897,224,125,249,793,173,93,133,315,167,102,94,935,373,197,364,587
NM_004226,3271,1629,3655,10790,3302,1746,2541,5164,4766,2760,2752,25237,4404,2301,4312,7529
NM_001348768,9045,4604,9872,25065,10427,5460,7801,11587,8968,5140,5190,41096,7578,3963,7431,17915
NR_110225,168,93,190,494,198,116,152,236,153,92,113,774,125,75,122,370
NM_001353339,315,150,383,605,266,136,212,388,380,240,226,1035,287,165,305,524
NR_034036,29,13,38,59,36,24,33,44,51,36,13,93,29,13,33,51
NM_001353340,103,47,133,186,78,42,65,108,96,55,82,286,108,65,101,189
NM_012086,889,452,916,1845,873,436,603,973,874,483,556,3022,1096,585,1002,1379
NM_213608,6,3,8,3,1,0,2,4,6,6,1,1,0,0,3,1
NM_024989,1013,478,1028,2016,886,470,667,731,618,356,366,2775,1199,634,1216,1353
NM_001195144,13707,6781,15262,26910,14904,7770,10979,16852,13300,7634,7620,45370,18827,9800,18166,29978
NR_046837,3423,1706,3845,6574,3715,1910,2749,4113,3343,1943,1917,11329,4732,2497,4610,6720
NM_012433,2140,1070,2244,3874,2229,1177,1666,2219,2094,1182,1211,7717,2750,1412,2610,3197
NM_001320818,477,261,549,959,597,328,374,610,438,259,288,1451,699,370,686,794
NM_199440,1021,531,1242,1810,1282,680,951,1126,1166,700,657,3307,1302,710,1271,1935
NM_002157,148,73,147,199,155,94,133,211,143,83,101,586,161,94,165,310
NM_144629,312,147,372,716,375,197,263,441,260,153,130,976,488,253,469,569
NM_138395,70,32,58,113,69,37,38,105,57,38,30,177,107,62,81,229
NM_001284358,73,33,77,158,67,37,56,88,58,38,37,215,101,54,118,166
NM_197970,73,33,77,155,67,37,54,88,58,38,37,215,101,54,118,166
NM_006226,139,68,186,472,364,200,274,557,388,227,240,1440,288,157,306,1057
NR_110267,13,2,5,30,4,2,0,8,10,6,10,50,7,2,8,27
NM_001172517,24,13,31,118,32,15,17,44,18,10,6,118,40,18,29,52
NM_015265,24,13,31,119,32,15,17,45,18,10,6,127,41,18,29,56
NR_134967,6,2,14,36,14,6,7,16,8,4,2,54,13,5,19,24
NR_026830,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
NR_110270,9,5,10,49,22,11,13,20,4,1,2,36,18,9,15,35
NM_001350855,98,44,102,218,71,36,66,168,65,44,28,222,88,48,100,375
NM_153689,306,159,309,791,312,166,240,463,376,216,208,1453,480,256,458,644
NR_109906,947,486,1087,2175,1001,525,727,1127,878,514,518,3379,1203,655,1164,1616
NM_001369399,146,71,125,341,124,69,79,189,136,73,70,740,165,85,187,318
NM_015535,410,204,462,812,125,66,92,154,158,95,101,307,284,142,258,575
NM_001282735,410,204,462,812,125,66,92,154,158,95,101,307,284,142,258,575
NM_152387,421,207,447,1010,460,220,287,480,441,260,244,1909,526,257,530,908
NM_001160046,385,197,503,1092,438,252,368,497,534,293,312,1939,699,359,685,1081
NM_152524,434,225,567,1191,529,309,432,583,587,324,354,2187,751,383,738,1208
NM_001159,65,33,62,216,71,41,64,67,81,50,54,245,46,27,76,227
NR_135012,127,66,137,231,106,55,78,100,84,48,51,445,181,90,196,193
NR_037886,100,54,117,159,86,46,66,83,74,40,44,357,156,79,177,165
NR_110275,163,84,154,387,195,99,154,220,114,70,83,592,208,112,254,381
NM_014670,822,402,914,1830,1014,542,783,1161,877,527,507,3515,1061,540,1069,1632
NM_001321690,822,402,914,1830,1012,542,779,1159,877,527,507,3515,1057,539,1067,1631
NM_001321688,1059,520,1167,2320,1296,696,993,1509,1120,669,625,4226,1381,705,1338,2057
NR_027855,968,487,1112,2463,1154,591,907,1135,976,573,601,5007,1416,755,1457,2025
NM_130906,475,248,523,985,373,216,293,452,518,311,291,2215,618,347,598,798
NM_001142355,364,201,426,713,428,230,330,387,348,205,217,1308,434,248,449,633
NR_033915,1005,515,1209,2211,1096,553,839,1335,1074,616,614,4110,1383,717,1434,1725
NM_001321624,1805,873,2128,3248,1975,1070,1526,1838,1714,994,1047,5052,2295,1192,2316,2727
NM_001257102,173,82,157,354,136,77,95,174,172,96,109,647,214,111,153,236
NR_147241,4193,2134,4485,9390,4816,2478,3555,6042,3521,2024,2015,12779,6485,3408,6188,10484
NM_001308043,3821,1939,4071,8778,4423,2278,3253,5618,3254,1852,1857,11957,5963,3113,5711,9888
NM_001202515,4522,2201,4837,9235,5866,3050,4438,5751,3981,2319,2388,10662,7172,3728,6952,9947
NR_040030,1998,972,2027,3441,2350,1223,1771,2060,1720,1017,1051,4208,2844,1485,2659,3509
NM_032977,351,198,367,629,374,205,264,332,432,249,286,1429,537,283,498,564
NM_001306083,139,79,150,306,148,76,115,160,134,75,94,712,229,119,223,216
NM_033355,981,501,1052,2430,1190,631,860,1221,1207,711,706,4268,1523,824,1430,2971
NM_033358,914,466,969,2263,1129,593,822,1160,1145,673,660,4001,1407,762,1348,2802
NM_139163,181,85,203,501,271,135,217,237,211,125,141,802,229,132,224,521
NM_015049,744,369,747,1565,683,368,505,953,825,468,523,2865,874,429,835,1454
NM_018571,71,44,85,251,52,26,39,113,127,75,46,467,75,47,74,247
NM_001168216,58,27,57,278,103,58,91,95,61,38,39,397,81,38,75,229
NM_001044385,215,123,220,506,194,100,160,306,207,122,108,790,218,117,204,449
NM_033066,59,23,83,161,106,61,69,138,58,37,27,344,93,45,79,214
NM_020919,623,310,735,1564,753,386,565,900,629,375,408,2406,840,440,757,1302
NM_139158,26,13,43,114,21,10,17,31,22,10,8,130,28,16,28,54
NM_001261436,24,13,40,108,21,10,17,31,20,9,7,127,24,14,24,52
NM_003507,0,0,0,15,15,6,16,11,1,0,2,23,9,5,5,52
NM_001367720,204,117,239,603,192,99,180,372,170,94,121,921,228,127,251,473
NR_135244,3,2,8,21,4,3,3,13,3,1,1,26,9,9,14,29
NM_001371393,609,313,649,1336,656,353,527,707,652,363,397,2520,828,453,848,1133
NM_015934,2824,1448,3023,4796,2917,1595,2150,3003,3034,1777,1812,10206,3260,1711,3299,5102
NM_001204,2778,1428,3062,6002,3026,1592,2248,3478,2520,1448,1464,9492,4265,2289,4248,4598
NM_173511,623,318,619,1701,796,401,585,1123,560,316,342,2670,524,280,523,1346
NM_001288623,601,317,621,1295,524,274,425,781,571,330,312,1828,461,242,438,1058
NM_001288622,612,322,635,1323,543,284,440,813,589,336,318,1859,473,248,446,1104
NM_001288624,46,21,48,125,57,26,46,56,55,28,26,132,32,18,30,60
NM_018256,433,208,498,934,423,231,327,507,449,244,278,1653,519,276,458,698
NM_001282911,540,267,635,1260,594,302,454,741,631,362,363,2252,747,390,735,1300
NM_001322427,539,267,635,1253,591,300,451,729,621,357,354,2244,743,388,731,1287
NM_001114132,1533,792,1595,3830,1820,957,1327,1802,1629,926,905,6665,2492,1342,2512,2948
NM_177538,765,401,806,1438,656,328,488,804,679,391,378,2219,873,464,842,1227
NM_001282932,1631,831,1670,3145,1683,903,1258,1725,1464,850,876,5229,1842,933,1753,2404
NM_001282925,1949,1004,2004,3797,2055,1105,1526,2145,1710,987,1040,6262,2180,1099,2087,3044
NM_213589,456,246,464,1095,497,275,379,641,343,195,221,1655,406,205,416,891
NM_001243078,409,212,468,647,27,16,29,59,205,112,126,220,156,73,121,300
NM_001037631,2,2,0,11,0,0,0,5,0,0,0,3,0,0,0,3
NM_012092,10,4,10,29,38,17,13,17,10,6,2,62,7,3,5,15
NM_057177,145,79,169,943,155,76,145,269,145,78,85,781,198,110,176,412
NM_201264,92,48,100,180,211,119,149,270,144,83,56,385,168,93,171,415
NM_201267,95,49,105,200,250,134,181,308,168,94,70,444,195,107,198,492
NM_005006,794,414,892,1863,814,426,563,1039,749,408,451,3350,1005,529,1017,1637
NM_021121,491,255,618,379,528,279,418,298,522,285,320,631,455,237,458,508
NM_001959,487,254,609,373,527,278,418,291,510,275,313,628,451,235,454,498
NM_001098199,17,10,18,102,22,13,20,49,17,13,24,175,29,13,32,104
NR_104359,12,7,20,114,35,18,31,40,22,12,16,206,32,14,30,92
NM_020923,674,346,716,1990,520,259,388,705,742,411,424,3215,933,496,881,1165
NM_003812,309,149,379,1180,1835,979,1269,5486,1208,687,682,6866,212,113,175,1047
NM_001102659,1,0,1,3,0,0,0,1,0,0,0,8,0,0,0,0
NM_001093730,11,3,18,55,23,16,10,27,11,3,8,42,9,3,7,45
NR_104261,30,17,25,54,19,11,8,22,51,31,26,68,31,14,29,65
NM_014929,768,394,838,1618,788,388,552,877,839,468,471,2947,920,493,885,1237
NM_173077,13,9,13,34,10,5,8,14,5,4,3,47,13,6,20,25
NM_001270943,1883,913,2150,4619,3255,1695,2520,4766,2384,1359,1398,8786,3150,1610,3091,6576
NR_110283,60,29,80,155,107,69,87,90,68,38,39,283,118,66,75,164
NR_146555,3,2,8,19,13,9,9,13,1,1,3,11,11,7,7,15
NR_146973,21,13,20,20,14,5,11,14,5,3,2,32,21,11,16,42
NM_001320793,1639,850,1865,3685,2127,1141,1534,2556,1805,1035,1022,7303,2291,1291,2231,3360
NM_001330132,1582,837,1776,3783,2082,1121,1592,2666,1682,975,952,6357,2348,1240,2381,3533
NM_001330135,1540,813,1728,3685,2044,1100,1560,2578,1636,948,922,6138,2285,1206,2301,3360
NR_135566,368,197,447,1006,173,96,122,216,124,81,76,587,225,117,204,395
NR_135567,110,60,123,269,48,31,38,76,40,27,22,98,60,31,50,100
NM_001330218,972,503,1003,2020,842,439,652,1036,575,317,358,1833,1044,559,1032,1508
NM_003468,21,14,26,99,18,11,11,27,20,11,11,56,28,13,32,66
NM_001080475,831,404,940,1954,970,510,708,1165,724,431,455,2765,834,433,825,1697
NM_005210,2,1,2,10,1,1,0,3,3,1,0,5,0,0,0,2
NM_001099334,9,5,12,34,10,5,13,5,6,4,1,44,17,8,10,15
NM_005896,152,79,177,582,250,141,191,321,212,119,146,1122,279,153,264,592
NM_015040,3412,1708,3735,7044,3017,1601,2207,2668,2837,1665,1635,10016,3571,1891,3319,4228
NM_001178000,803,390,919,1788,908,476,705,959,824,492,526,3072,1031,542,1017,1404
NM_001309516,231,124,246,672,315,166,232,290,235,142,116,999,292,162,315,857
NR_136588,92,35,88,358,125,70,92,127,97,54,57,353,130,66,118,292
NM_001039538,40,18,44,237,38,22,39,56,25,10,19,197,23,11,19,140
NM_182587,37,20,50,173,44,11,42,58,30,17,24,209,41,20,31,89
NM_032504,37,20,50,173,44,11,42,58,30,17,24,209,41,20,31,89
NM_006916,942,463,1028,1431,959,506,760,785,813,464,486,2347,993,500,910,1334
NM_152519,2854,1440,3037,5579,2662,1454,2067,3229,2353,1357,1386,7842,3494,1813,3296,4769
NR_110291,1434,718,1526,2733,1615,890,1276,1832,1315,743,765,4109,1792,957,1691,2722
NM_001608,4,2,10,47,3,2,3,3,2,1,7,6,5,3,7,5
NM_079420,3,0,0,6,0,0,0,6,0,0,0,1,1,0,0,10
NR_110604,620,316,719,1306,620,317,482,804,495,295,320,1792,691,379,630,1072
NM_001136575,534,281,641,1167,593,300,423,675,472,278,270,1768,626,340,557,942
NM_006055,534,281,641,1167,593,300,423,675,472,278,270,1768,626,340,557,942
NM_001369257,87,53,113,336,43,21,25,50,47,25,25,225,160,65,129,274
NM_005235,177,91,208,963,234,110,180,329,203,118,121,894,251,131,252,478
NR_131941,42,21,49,58,55,33,25,46,34,17,24,48,22,12,29,51
NM_001371274,13810,6889,15207,30410,13758,7234,10689,18717,12982,7369,7685,64513,15204,8081,15066,20591
NR_146974,110,56,124,369,152,73,133,216,119,67,74,742,204,124,179,221
NR_161186,55,27,73,137,85,42,51,103,60,30,29,215,61,25,72,153
NM_001025436,230,106,231,521,220,113,154,300,205,113,110,965,275,148,257,418
NM_024532,774,372,848,2556,790,418,585,983,789,452,465,3517,1107,587,1050,2023
NM_001080500,69,34,65,194,60,34,38,58,43,25,32,302,56,27,50,110
NR_047698,7,3,7,32,4,1,4,10,4,2,3,52,1,0,2,12
NR_104215,1949,1000,2288,4416,2037,1072,1501,2543,2480,1460,1436,8139,2454,1262,2334,4044
NR_110292,637,320,775,1189,403,221,307,622,665,366,389,1341,540,303,529,968
NM_173076,682,339,735,1856,535,277,414,1560,371,200,220,1466,544,291,541,1304
NM_004044,900,437,947,1961,843,432,594,1276,870,499,475,3547,1080,594,1008,2048
NM_001306132,309,149,321,638,541,272,353,483,293,170,157,947,500,277,439,926
NM_212482,309,149,321,638,541,272,353,482,293,170,157,947,500,277,439,926
NR_110607,1,0,0,10,3,3,3,2,0,0,0,8,5,2,2,4
NR_037195,59,25,72,234,67,35,47,75,40,17,27,171,52,29,47,107
NM_018000,2979,1477,3161,6592,3578,1836,2852,3480,1726,999,998,6347,5732,2986,5495,7498
NM_018441,400,207,439,1081,402,206,330,571,361,201,213,1289,734,389,699,1193
NM_001142310,101,53,136,325,138,69,95,173,65,38,34,271,220,105,210,403
NM_021141,4779,2387,5150,9084,5400,2780,4079,6203,4662,2678,2639,13889,7105,3789,6812,9640
NR_037701,71,37,68,91,139,77,100,84,60,35,36,138,77,39,79,120
NM_020814,39,23,41,153,36,16,30,39,26,18,9,118,37,20,38,79
NM_014140,725,365,796,1891,592,308,413,724,672,393,409,2922,1006,538,954,1872
NM_000998,1176,617,1197,1448,1109,597,859,1133,1124,660,660,2989,1480,780,1463,2049
NR_110392,21,13,29,87,38,21,24,16,9,3,11,137,49,23,53,120
NM_001313993,48,18,24,120,38,21,28,54,40,21,16,70,101,46,97,103
NM_000599,0,0,5,15,1,0,2,8,4,3,0,15,7,3,8,10
NR_133642,112,53,126,224,59,32,41,24,53,34,26,155,91,48,72,149
NR_026597,940,456,1007,1818,341,183,229,288,633,348,405,1296,985,527,901,998
NM_022648,166,74,182,551,89,42,49,93,38,22,24,116,274,130,302,392
NM_001308023,151,69,163,508,83,40,49,90,32,19,18,104,242,116,271,366
NR_135524,11,9,12,51,7,3,7,10,3,2,5,43,30,12,23,40
NR_034176,1338,678,1363,3127,242,132,148,311,269,161,166,553,1384,716,1320,1324
NM_001168298,7,4,14,48,13,8,10,11,7,3,4,21,18,9,14,36
NM_000634,0,0,1,4,0,0,0,1,3,0,0,6,3,2,4,5
NM_152862,3693,1854,4070,6075,4406,2327,3209,4399,3515,2002,2030,10089,5173,2693,5192,8892
NM_001321950,129,69,179,389,290,140,218,281,130,76,87,675,238,120,246,603
NM_001087,169,91,188,463,192,92,127,221,152,87,108,930,313,173,284,595
NM_015488,699,368,787,2154,947,526,662,1130,668,368,397,3341,1095,574,1028,2561
NR_135643,367,192,406,1074,488,274,333,604,335,179,196,1708,624,335,539,1321
NM_022152,367,192,406,1074,488,274,333,603,335,179,196,1704,624,335,539,1321
NR_125777,186,97,187,478,218,113,172,207,142,80,85,765,227,122,218,611
NM_198559,63,32,56,194,83,45,52,105,99,51,65,543,123,66,138,288
NM_000578,55,28,43,184,76,35,50,135,93,61,68,353,69,36,73,246
NM_001206878,220,113,232,1059,287,151,205,510,199,124,110,1994,384,204,412,1514
NM_007127,410,205,474,1206,426,212,330,499,433,238,241,2090,619,335,580,1213
NM_020935,1848,886,2093,5279,2042,1140,1629,2258,2117,1185,1236,9836,3097,1584,3082,4675
NM_001271635,1013,524,1145,2110,1047,533,807,1152,1062,620,620,3622,1240,647,1152,1829
NR_073390,1198,611,1344,2500,1260,640,951,1403,1234,717,725,4104,1493,779,1391,2274
NM_032726,246,116,242,632,356,192,257,394,215,125,130,911,295,177,276,766
NM_001366291,596,300,593,1171,523,285,393,730,533,328,316,1728,691,353,628,1545
NM_001371448,279,137,325,523,233,113,187,310,249,130,155,765,335,161,335,608
NM_022453,194,99,169,493,183,102,142,265,190,102,97,860,267,143,243,482
NM_015690,193,110,214,354,181,89,124,210,169,109,74,460,224,117,225,339
NM_001369423,192,110,212,353,181,89,124,207,169,109,74,456,221,115,222,334
NM_014640,542,279,637,1248,671,370,503,820,512,300,305,1845,648,340,609,1377
NM_000784,128,60,160,280,66,31,43,124,51,31,32,203,45,19,30,41
NM_017431,24,9,19,63,0,0,0,3,1,1,1,27,3,1,4,7
NM_006522,103,49,98,381,140,72,100,169,92,47,58,285,208,108,216,296
NM_025216,611,313,557,2265,414,195,323,521,515,317,284,3255,2001,1045,1906,1814
NR_110238,257,125,282,650,179,107,158,301,212,120,133,985,249,129,264,472
NM_017521,3,3,2,4,0,0,1,0,1,0,0,3,0,0,0,4
NM_057094,1,1,2,2,0,0,0,0,0,0,0,2,0,0,0,0
NR_046086,0,0,4,8,0,0,0,5,2,1,0,11,2,2,5,6
NM_194302,1,0,7,34,7,2,3,11,2,1,0,38,10,6,11,21
NM_001278295,0,0,2,17,7,2,3,5,0,0,0,19,4,2,5,13
NM_002181,2,1,2,4,8,5,3,6,2,1,0,0,6,2,3,4
NM_024782,241,127,246,488,291,131,191,323,234,125,125,573,291,161,294,567
NM_001144889,72,38,69,137,91,37,72,91,58,32,36,113,84,45,77,169
NM_001321390,286,136,319,750,328,172,223,438,274,147,158,1520,514,283,487,900
NM_001321109,176,89,187,489,188,98,140,215,178,112,112,1223,253,121,211,450
NM_001349828,247,123,255,793,303,157,241,416,260,147,156,1218,468,231,423,880
NM_024085,211,116,212,707,267,150,169,326,220,114,116,1252,396,210,359,917
NM_001042410,525,260,582,1052,613,306,418,417,429,237,257,1754,676,370,665,1016
NM_001286423,258,144,283,1023,384,208,243,445,266,167,145,1505,512,255,470,1136
NM_001330213,626,320,582,1772,495,258,347,655,503,288,297,3200,875,442,863,1907
NM_006000,472,225,537,1182,393,203,265,557,388,221,234,1884,697,379,649,1627
NM_001278552,491,235,556,1291,411,214,275,577,399,228,239,1989,734,401,692,1775
NM_001355221,251,130,285,618,211,109,144,277,201,126,113,784,458,249,423,926
NM_001039550,359,197,346,977,308,167,226,383,291,162,146,1548,510,270,508,1019
NM_001199763,29,14,36,76,30,20,23,50,22,12,12,137,56,28,72,107
