Eli__repA_counts.bed,Eli__repB_counts.bed,Eli__repBss_counts.bed,Eli__repC_counts.bed,Elizabeth__repA_counts.bed,Elizabeth__repB_counts.bed,Elizabeth__repBss_counts.bed,Elizabeth__repC_counts.bed,Eric__repA_counts.bed,Eric__repB_counts.bed,Eric__repBss_counts.bed,Eric__repC_counts.bed,Ethan__repA_counts.bed,Ethan__repB_counts.bed,Ethan__repBss_counts.bed,Ethan__repC_counts.bed
NR_136643,4,1,1,41,7,4,9,22,4,3,1,60,3,1,6,49
NM_001318511,5,1,3,38,2,1,6,22,7,4,2,61,3,1,6,53
NM_012283,0,0,1,0,0,0,0,4,0,0,0,4,0,0,1,0
NM_001146345,4,3,8,38,6,3,4,30,8,6,5,35,21,10,14,88
NM_001136180,41,18,33,148,51,25,42,80,19,12,10,230,52,29,74,185
NM_001305563,4,1,5,14,11,7,7,18,3,2,1,23,13,7,6,13
NM_001171967,31,19,31,14,11,7,7,27,14,10,7,24,20,11,13,13
NR_103445,7,3,4,14,10,5,3,3,7,3,10,13,0,0,3,9
NM_014913,10,4,9,27,14,7,14,22,12,6,6,38,9,4,21,47
NR_028339,56,31,49,148,42,19,28,58,38,24,20,262,97,54,91,203
NM_032510,7,2,5,12,2,1,2,4,1,0,4,4,2,1,5,51
NM_145060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_032160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_148949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_048368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_033266,184,88,182,451,220,104,179,410,111,62,72,492,335,181,422,650
NM_001005240,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NR_028324,16,8,13,27,7,5,5,11,7,4,5,13,7,2,12,11
NM_177526,0,0,0,3,0,0,1,1,0,0,0,4,0,0,0,9
NM_001346105,4,2,4,15,9,5,12,19,11,8,3,25,6,2,8,51
NM_199202,0,0,0,11,0,0,0,0,0,0,0,1,2,1,1,0
NM_001136263,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0
NM_012435,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0
NM_182577,0,0,0,3,0,0,0,0,2,1,1,0,0,0,2,4
NM_130760,5,3,1,3,2,1,0,3,0,0,0,1,2,2,1,5
NM_033513,11,6,19,70,15,7,15,37,23,11,10,90,38,22,33,112
NM_004359,20,13,26,72,17,5,8,22,12,5,5,40,31,19,55,28
NM_001258351,40,24,32,114,31,15,20,48,20,11,14,40,65,37,56,136
NM_198590,28,10,39,67,47,20,37,55,22,9,17,88,71,46,67,66
NM_001194,0,0,0,3,1,1,2,1,0,0,3,5,2,2,0,3
NM_005035,11,6,10,24,12,6,12,28,9,6,5,28,22,16,27,52
NM_001300812,4,3,1,13,6,2,10,4,0,0,0,4,5,4,1,15
NM_020637,4,3,1,14,6,2,10,4,0,0,0,4,5,4,1,15
NM_194460,16,11,17,71,22,11,17,54,24,14,13,115,44,21,55,112
NM_005860,18,8,16,151,39,22,25,83,38,25,23,266,61,38,50,199
NM_214710,0,0,0,4,1,1,2,0,1,0,0,0,0,0,2,1
NM_001040134,2,0,0,1,0,0,0,1,1,0,0,11,1,0,5,4
NM_173481,2,0,0,6,0,0,0,1,1,0,0,23,5,2,10,11
NM_031991,18,6,13,111,31,17,16,103,26,16,12,103,25,5,23,144
NM_001270366,18,7,13,36,14,8,3,9,5,2,10,58,13,5,13,32
NM_138774,13,9,17,70,26,14,24,54,15,8,10,85,53,29,38,96
NM_032551,0,0,2,14,6,2,6,7,3,2,5,33,2,0,7,36
NM_005224,30,19,41,125,56,29,38,85,26,13,9,205,70,32,83,177
NM_024100,15,5,10,63,36,20,35,68,25,16,14,77,57,28,37,127
NM_138690,1,0,6,9,19,10,6,7,1,1,3,18,2,1,1,14
NM_001033026,41,17,35,56,57,25,41,45,25,10,17,67,52,28,54,87
NM_001303499,18,6,17,72,30,15,22,37,20,8,11,65,52,36,48,59
NM_019112,350,176,383,543,314,148,209,507,260,171,144,710,315,166,308,767
NM_001258328,26,13,23,88,52,27,40,62,28,18,20,59,44,31,38,125
NM_002695,17,4,19,69,45,18,41,80,24,10,22,86,79,46,98,107
NM_001316324,17,4,19,69,42,17,40,79,24,10,21,84,78,46,98,107
NM_000455,7,1,20,38,14,9,23,54,7,4,7,102,33,10,75,105
NM_152769,1,1,2,3,1,0,1,3,0,0,0,8,1,1,2,7
NM_001001975,11,3,14,15,22,11,10,22,1,0,3,14,16,7,10,23
NM_177401,31,16,33,223,34,15,38,119,22,16,15,223,49,26,78,302
NM_001280,127,65,139,494,177,99,165,416,112,70,85,620,158,85,228,825
NM_001300829,141,71,153,607,177,100,169,488,118,73,86,899,165,88,245,1093
NM_017914,120,68,124,405,114,58,85,300,126,75,62,496,212,111,230,548
NM_001405,0,0,0,2,0,0,0,1,0,0,0,1,1,1,0,3
NM_001369796,8,5,7,18,18,10,17,31,6,4,4,25,16,7,19,53
NM_001363602,62,31,81,128,78,44,63,91,39,26,21,184,77,40,83,189
NM_000156,9,5,5,16,10,4,9,12,3,3,1,6,12,6,13,32
NM_001352035,13,9,12,36,6,2,8,14,14,10,8,42,7,4,18,24
NM_005883,10,5,8,31,17,11,8,14,20,12,10,31,2,1,6,47
NM_152482,21,4,39,64,27,16,17,71,41,20,22,142,69,42,46,114
NM_017573,2,1,2,3,8,4,2,6,1,1,4,5,6,3,4,0
NM_001329556,0,0,0,3,5,2,3,5,0,0,0,5,3,1,4,10
NM_001367197,4,3,9,5,5,3,1,2,2,1,0,14,2,2,1,17
NM_001243079,0,0,0,4,0,0,0,0,1,1,1,4,1,1,1,1
NM_203304,4,3,1,14,1,1,2,9,3,2,3,47,7,3,13,9
NM_001174118,3,1,1,1,0,0,1,4,0,0,1,8,7,4,6,5
NM_001281453,52,25,58,167,71,38,46,122,60,31,26,105,68,30,73,197
NM_006830,15,10,31,66,35,24,35,53,24,13,6,107,39,24,38,84
NM_001351778,2,1,8,22,18,9,11,11,14,5,12,52,11,6,23,42
NM_001080488,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
NM_001178002,16,9,21,42,29,17,15,34,6,2,6,67,40,18,37,61
NM_020695,34,17,35,123,55,18,43,93,23,9,9,181,41,22,66,206
NM_031918,19,8,23,46,17,8,18,30,9,5,7,66,18,7,25,80
NM_031213,9,3,5,61,11,5,3,39,17,9,7,62,15,9,12,97
NM_138422,21,13,24,58,36,19,28,43,14,7,13,134,36,20,40,110
NM_001319,4,2,14,42,12,8,10,43,17,9,8,82,15,7,23,58
NM_017797,2,0,1,13,0,0,0,11,7,0,2,20,3,1,3,11
NM_017572,40,27,67,524,74,36,68,348,66,38,40,663,84,48,90,605
NM_130807,36,20,45,66,51,28,32,51,23,15,5,129,62,26,54,66
NM_003938,11,5,13,67,14,6,12,11,7,4,3,55,23,6,28,75
NM_032482,1,1,11,37,22,13,15,30,4,3,2,44,23,13,26,96
NM_001300836,26,11,16,62,47,27,28,63,22,13,3,98,35,23,40,95
NM_007165,32,16,26,105,45,18,40,69,31,17,13,211,56,32,45,159
NM_144616,2,0,1,8,5,4,8,4,16,8,8,20,0,0,5,16
NM_001301020,66,34,60,220,105,59,67,234,87,46,49,266,132,65,158,369
NM_198532,39,19,35,156,59,30,52,55,34,20,14,362,40,25,38,99
NM_001101391,33,16,30,14,4,2,8,12,21,13,15,30,3,1,6,16
NM_016199,21,7,33,81,51,23,29,68,25,13,9,151,41,23,44,105
NM_152988,25,11,39,90,51,22,28,70,22,10,8,135,43,24,47,117
NM_182973,0,0,0,12,0,0,0,5,1,1,1,38,2,1,1,5
NM_032737,25,12,25,102,25,11,14,65,16,6,5,134,65,36,58,121
NR_134931,1,1,3,24,12,8,5,23,1,1,0,23,20,15,18,19
NM_052847,18,8,13,41,31,14,18,53,25,10,12,62,53,26,57,56
NM_145173,0,0,0,7,1,1,2,0,0,0,0,6,0,0,1,2
NM_144564,17,12,18,31,30,16,20,31,15,12,16,52,11,6,23,35
NM_213568,13,10,16,29,28,15,19,31,13,11,9,35,4,2,17,33
NM_003021,22,11,18,77,26,15,23,62,13,5,4,122,35,21,29,94
NM_003249,46,15,52,104,26,18,21,89,27,12,14,89,75,39,88,139
NM_001102651,19,5,20,43,60,29,52,67,15,10,6,65,26,13,41,98
NM_001172775,12,7,14,18,12,4,5,17,11,4,4,38,4,1,10,34
NM_001300843,1,0,2,6,0,0,0,2,3,2,2,8,1,0,4,4
NM_173480,0,0,6,8,7,3,3,17,13,6,5,28,9,4,9,23
NM_001319083,10,3,11,43,25,13,23,13,8,3,2,44,18,6,19,23
NM_021217,90,45,108,338,107,63,84,139,73,36,54,505,157,86,159,418
NM_024760,19,10,23,16,35,16,31,39,18,12,12,60,18,9,19,69
NM_001144761,4,1,0,1,5,2,4,5,0,0,0,7,0,0,0,4
NM_003260,2,1,0,0,2,0,1,4,0,0,0,3,0,0,0,3
NR_031672,8,5,5,31,20,11,13,23,7,2,4,41,7,4,7,20
NM_198969,18,6,20,34,18,9,20,36,10,5,3,57,23,11,15,50
NM_002067,0,0,0,5,3,1,3,1,6,1,4,13,0,0,1,11
NM_002068,4,2,7,35,15,11,4,36,7,2,3,17,9,8,15,10
NR_110670,34,16,26,79,36,13,37,131,22,11,17,90,71,32,76,118
NM_020170,74,27,86,249,73,35,52,123,54,31,39,310,138,74,129,369
NM_001172673,3,3,0,3,5,2,4,0,0,0,0,3,0,0,0,9
NM_205843,2,1,6,37,13,8,7,25,5,5,3,120,17,9,22,75
NM_001136503,5,2,4,3,0,0,0,6,0,0,0,8,3,1,5,6
NM_001145165,29,13,34,40,42,20,40,49,11,8,4,47,48,27,55,54
NM_016263,10,6,21,48,16,10,18,55,31,16,14,88,30,17,43,125
NM_001136198,8,4,6,38,19,9,9,10,3,2,1,25,15,7,23,54
NM_001135580,77,37,75,187,67,38,41,145,63,36,39,168,84,38,69,237
NM_174983,10,5,16,37,11,7,9,37,5,3,4,24,18,10,15,56
NM_006339,9,3,14,50,10,5,13,58,6,6,2,99,22,12,38,85
NM_133261,3,2,0,3,1,1,0,0,1,1,0,13,2,2,2,4
NM_001060,1,0,2,16,0,0,0,3,0,0,0,7,2,2,4,6
NM_201636,0,0,2,15,0,0,0,3,0,0,0,9,2,2,4,6
NR_038865,0,0,3,20,2,1,1,6,1,1,2,27,7,6,5,10
NM_021231,56,27,74,154,80,45,93,135,78,40,45,254,81,48,104,184
NM_001195733,1,0,5,22,11,4,5,20,0,0,2,35,7,1,8,20
NM_001267560,0,0,1,2,3,1,2,1,0,0,0,2,0,0,0,0
NM_004886,81,39,61,93,73,40,69,78,54,26,28,109,135,65,124,131
NM_172251,43,24,36,44,59,34,36,46,28,16,14,101,42,29,33,23
NM_032753,2,1,8,25,15,6,6,6,0,0,2,30,1,0,0,4
NM_002378,0,0,1,1,1,1,0,0,1,0,1,14,0,0,0,0
NM_015174,0,0,0,11,0,0,0,0,0,0,0,4,3,0,1,0
NM_033064,2,0,4,10,1,1,1,1,0,0,0,5,1,0,0,0
NM_001289117,1,1,0,3,0,0,0,2,1,0,0,14,3,1,5,1
NM_001348,110,44,117,213,233,121,158,185,115,60,62,181,163,97,188,288
NM_001961,59,30,71,133,65,33,40,170,66,34,28,242,115,62,119,188
NM_015897,10,7,12,37,11,7,7,34,8,3,3,64,11,6,15,73
NM_015898,11,6,13,57,12,7,5,37,4,1,3,101,11,5,29,65
NM_030662,23,14,21,63,15,9,15,44,8,1,8,83,30,15,35,44
NM_032607,1,0,1,11,0,0,0,1,0,0,0,11,1,0,0,0
NM_001321062,51,22,48,97,47,25,46,83,44,24,20,178,61,25,56,136
NM_133475,16,6,19,31,12,8,11,27,11,7,7,41,35,15,36,30
NM_005755,42,23,42,135,63,27,45,152,29,18,23,201,108,60,98,187
NM_018074,328,167,390,821,722,354,492,733,344,174,224,1183,658,350,646,1008
NM_020209,5,2,5,5,1,1,0,1,1,1,0,10,0,0,3,1
NM_001308232,2,1,3,3,1,1,1,3,1,1,0,8,3,2,3,4
NM_001330429,0,0,0,8,1,1,1,2,0,0,0,6,5,3,2,6
NM_024333,0,0,0,8,1,1,1,2,0,0,0,6,5,3,2,6
NM_001013841,32,16,34,120,60,35,48,93,44,22,26,219,79,47,85,177
NM_032868,18,8,20,49,18,6,10,42,21,8,16,105,36,15,44,77
NM_001199944,12,7,25,54,41,27,22,73,24,21,6,59,42,20,59,99
NM_005483,4,2,2,12,10,4,5,10,4,1,1,16,13,9,13,24
NM_025241,4,4,7,16,12,6,5,27,3,1,2,10,16,6,18,12
NM_001001520,8,7,8,8,7,4,3,11,0,0,0,19,3,0,8,4
NM_001348169,34,22,25,36,30,20,24,42,25,18,12,94,26,11,21,46
NM_001367868,1,1,6,32,8,3,10,10,6,3,6,14,8,4,6,11
NM_001013706,7,5,2,17,1,1,1,3,12,9,6,43,1,0,3,9
NM_052972,7,3,5,13,11,10,7,16,30,19,15,68,7,4,12,6
NM_032108,0,0,1,1,3,2,2,0,0,0,0,5,1,0,2,0
NM_152362,8,5,10,32,23,16,12,26,19,10,12,23,20,11,31,36
NM_019107,17,9,13,51,14,8,12,36,9,5,7,64,28,17,30,80
NM_139159,105,49,106,212,142,70,107,194,88,43,54,249,104,68,103,197
NM_001242901,16,9,19,56,20,7,22,23,4,3,5,69,26,13,24,59
NR_027148,0,0,1,4,0,0,0,5,0,0,0,8,0,0,1,7
NM_018708,33,10,25,102,18,11,24,76,25,15,14,197,68,29,58,219
NM_182919,18,12,18,56,30,16,10,52,27,16,22,84,37,16,35,114
NM_005817,18,10,24,39,15,11,13,40,13,10,5,89,34,15,37,60
NM_001367189,15,5,10,23,1,1,0,5,0,0,0,10,35,16,40,13
NM_001290050,17,5,13,17,0,0,0,4,0,0,4,8,32,15,38,14
NM_001370094,31,20,40,92,44,22,47,70,22,13,23,152,38,20,67,153
NM_130854,3,1,11,10,0,0,0,8,0,0,3,12,0,0,0,3
NR_027064,2,0,3,11,1,1,3,8,1,0,1,5,5,3,3,12
NM_014649,34,19,33,43,45,17,26,65,23,18,8,109,50,25,45,103
NM_002967,46,22,47,79,47,20,31,88,29,20,10,75,87,36,93,104
NM_001267869,58,30,63,51,45,26,42,41,48,27,31,66,39,18,49,116
NM_001276480,32,15,32,88,61,30,40,59,20,13,17,97,41,22,42,51
NM_152784,28,12,24,62,55,28,35,56,11,7,12,85,29,14,27,45
NM_020175,54,28,74,144,37,19,31,115,57,30,33,257,78,45,84,148
NM_004558,0,0,2,20,3,1,2,16,1,1,0,27,11,6,11,32
NM_001369505,0,0,0,0,0,0,0,3,0,0,0,11,4,3,4,9
NM_000150,0,0,4,7,2,1,2,3,0,0,0,12,3,3,1,10
NM_000149,0,0,0,7,0,0,0,3,0,0,1,12,0,0,0,9
NR_110740,5,2,1,12,2,2,3,5,1,1,0,26,3,2,4,14
NM_002034,2,1,1,8,0,0,0,1,0,0,0,23,0,0,0,4
NM_001193375,48,26,45,89,57,38,42,66,49,27,27,96,78,50,63,108
NM_001017921,14,3,21,44,28,18,20,36,16,10,17,92,30,17,26,79
NM_001300865,14,10,18,33,25,15,16,40,22,9,14,41,23,14,29,36
NR_046376,12,9,14,19,21,12,15,33,26,12,11,20,23,12,33,24
NM_000635,4,1,2,16,10,4,4,16,4,3,1,30,18,9,11,29
NM_001289180,2,0,2,2,0,0,7,5,0,0,0,1,1,0,1,2
NM_001289177,2,0,2,2,0,0,7,5,0,0,0,2,1,0,1,2
NM_005934,3,1,6,14,4,2,1,8,4,3,1,13,1,0,4,18
NM_133492,0,0,0,7,0,0,0,2,0,0,0,9,1,1,0,0
NM_006012,19,4,14,24,24,14,16,54,19,12,17,27,12,8,21,51
NM_002096,43,20,38,126,47,24,35,69,33,20,20,179,60,32,58,150
NM_001321601,2,0,2,9,0,0,0,1,5,2,1,17,2,2,1,3
NM_001366300,18,11,17,22,6,0,11,14,4,3,5,50,30,14,38,36
NM_173637,5,1,5,25,5,2,1,17,2,1,0,20,5,2,10,27
NM_024103,15,5,21,64,12,9,12,47,19,10,6,95,15,8,20,73
NM_174882,6,5,4,5,0,0,0,2,0,0,0,6,1,1,3,4
NM_001290331,43,22,43,89,78,43,48,109,71,47,32,189,73,40,69,173
NM_001289127,2,2,1,14,9,3,2,10,0,0,0,16,7,4,16,31
NM_003811,45,19,59,222,77,36,71,141,44,27,31,327,74,38,115,246
NM_001330332,153,68,171,299,248,122,164,405,139,82,91,438,395,197,387,813
NM_003807,13,7,10,37,45,24,26,59,15,9,5,52,26,12,17,40
NM_000064,4,3,1,11,6,4,2,2,2,1,3,25,0,0,0,13
NM_001080452,37,20,28,56,47,26,23,47,33,21,17,102,37,21,53,92
NM_004240,31,13,41,74,45,19,33,61,28,18,18,98,106,46,92,111
NM_005490,19,8,35,43,34,18,27,48,22,12,12,83,26,14,39,79
NM_001258207,38,22,43,78,56,38,32,75,32,17,17,113,69,30,63,77
NM_001256254,0,0,0,7,5,2,4,7,0,0,0,2,0,0,0,2
NR_024075,0,0,0,8,3,2,0,0,1,1,3,7,1,0,1,5
NM_001044387,25,13,37,46,21,9,17,53,41,26,27,130,60,30,47,55
NM_000208,11,8,14,34,27,14,18,37,5,4,5,41,26,15,32,49
NM_001367823,21,10,34,48,16,6,14,57,33,22,19,114,22,14,13,77
NM_001300881,10,4,16,15,29,15,15,18,15,6,11,56,18,11,13,17
NM_198534,0,0,0,2,5,4,11,1,3,2,0,12,2,2,4,6
NM_018083,1,0,7,8,8,4,9,7,0,0,0,5,9,5,12,7
NM_020533,37,19,40,158,34,18,34,90,61,38,45,325,72,39,77,140
NM_006702,45,23,53,114,28,11,22,96,20,13,16,161,36,20,52,130
NM_001166112,45,24,58,118,27,10,21,95,26,15,21,205,44,26,61,135
NM_001080429,3,0,7,0,2,1,3,5,7,3,1,11,1,1,0,2
NM_020196,39,20,43,58,58,37,25,67,40,23,19,158,86,44,59,104
NM_001272034,56,26,70,184,65,43,44,137,45,31,39,258,84,40,92,236
NM_174894,22,11,16,65,24,12,20,37,15,8,10,64,40,19,66,75
NM_002002,125,66,97,173,116,61,98,202,49,28,37,172,142,81,120,183
NM_001220500,130,69,109,178,126,68,111,215,52,31,39,189,144,81,122,217
NM_001244856,0,0,1,19,5,2,3,1,2,1,1,6,1,0,1,11
NM_001144897,0,0,1,0,1,1,4,0,1,0,0,21,1,0,1,9
NM_001144911,5,3,2,0,0,0,0,0,3,2,2,0,1,0,1,1
NR_002931,0,0,0,2,1,1,0,0,1,0,0,0,6,1,4,1
NM_145245,1,1,6,10,6,6,3,7,1,0,0,15,10,4,11,16
NR_104345,3,0,3,11,4,2,0,1,2,0,1,4,3,2,2,2
NM_001268284,3,0,3,3,0,0,0,0,5,3,2,4,1,0,1,6
NM_025061,3,0,3,3,0,0,0,0,5,3,2,4,1,0,1,6
NM_001297556,8,2,7,26,9,3,7,37,7,2,2,35,21,10,24,50
NM_006351,101,49,76,152,99,48,51,166,69,38,51,201,90,49,82,218
NM_001419,24,12,18,32,26,11,23,24,21,11,12,45,31,18,27,34
NM_001201359,4,2,6,22,0,0,2,10,5,2,2,2,7,5,4,12
NM_032447,5,5,0,2,3,1,4,3,4,2,0,2,1,0,1,0
NM_024552,8,5,10,42,21,10,12,41,14,7,8,106,38,24,40,41
NM_016579,93,51,89,342,152,87,77,204,88,49,41,409,121,65,128,432
NR_135539,78,43,84,120,144,73,95,201,88,48,46,185,119,53,130,239
NM_005001,77,43,84,120,144,73,94,201,88,48,47,188,121,51,123,241
NM_198471,3,2,8,13,0,0,0,3,3,3,3,3,3,0,4,5
NM_001039667,11,3,8,20,4,3,2,15,6,3,1,8,10,3,10,46
NR_038237,14,9,7,88,44,25,22,71,17,7,17,148,38,15,39,122
NM_004218,14,5,7,70,21,11,22,49,8,3,8,85,40,17,29,98
NM_001005415,18,12,15,26,27,15,33,28,13,7,7,34,33,13,20,62
NM_001297418,33,20,59,69,41,16,34,88,26,14,21,102,65,39,85,165
NM_032152,8,4,7,7,10,5,5,6,0,0,1,10,5,1,2,4
NM_001146175,33,19,22,29,25,15,23,40,22,16,16,82,36,16,29,86
NM_001348355,0,0,0,3,3,2,2,6,13,8,3,7,3,1,8,20
NM_030957,1,1,0,2,2,1,1,1,6,5,0,1,2,1,0,2
NM_144693,19,13,21,68,28,14,17,35,26,15,18,42,36,26,64,69
NM_001304350,8,5,17,55,14,8,10,23,19,10,8,39,26,12,23,39
NM_024690,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,4
NM_020933,53,28,60,77,45,24,25,59,53,28,23,103,111,59,60,108
NM_175883,0,0,0,0,0,0,0,0,0,0,0,20,1,1,0,2
NM_198535,17,3,26,57,32,17,30,75,21,14,18,62,36,16,41,57
NM_001202408,10,7,4,13,18,7,14,18,20,11,10,43,12,5,19,40
NM_001202407,10,7,10,19,23,11,24,36,29,19,17,46,26,11,28,47
NM_001271314,43,21,53,61,55,30,35,99,59,34,41,119,67,28,79,92
NM_001370380,43,21,53,63,55,30,37,99,59,34,41,127,70,29,82,97
NM_001351678,3,1,1,2,4,1,2,1,0,0,0,7,0,0,0,1
NM_001300883,47,22,50,89,56,28,41,73,53,30,23,125,67,35,52,74
NM_001008727,41,19,41,89,76,34,53,74,32,18,22,106,76,33,65,100
NM_152289,48,27,65,85,34,14,30,111,64,35,28,130,80,37,78,180
NR_122038,76,39,94,148,50,24,42,147,101,57,48,206,147,65,125,247
NM_001130031,27,16,34,123,55,24,38,117,29,16,13,148,74,35,63,166
NR_146446,0,0,0,4,6,3,2,1,0,0,0,0,2,2,2,5
NR_148544,56,29,50,105,66,38,36,118,51,29,30,177,94,40,88,97
NM_001353800,24,13,15,52,31,16,27,38,40,21,19,60,47,23,29,53
NR_148545,11,7,15,20,11,6,9,14,3,0,5,42,24,16,8,49
NM_001316938,33,16,29,46,36,18,26,65,8,3,3,49,29,18,44,74
NM_006221,71,35,67,246,99,59,82,195,70,52,36,418,103,51,101,272
NM_058164,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
NM_015719,0,0,1,1,2,2,2,2,0,0,0,1,0,0,0,0
NM_015725,0,0,1,0,2,2,2,1,0,0,0,1,0,0,0,0
NR_027300,2,1,0,2,0,0,0,2,1,1,0,8,0,0,0,1
NM_001308277,49,27,52,296,75,37,62,183,67,41,38,452,102,55,110,446
NM_031917,156,83,140,500,278,147,199,515,171,94,91,814,224,119,247,852
NM_001321411,139,74,122,492,256,137,180,482,161,89,82,821,237,123,249,831
NM_001346139,88,46,77,402,117,59,97,298,71,36,45,1014,105,70,93,572
NM_020230,85,44,80,429,97,49,89,309,73,36,45,1096,97,66,82,603
NM_003755,48,20,55,173,94,47,44,118,55,27,38,398,66,30,63,299
NM_001130823,31,11,33,110,62,34,24,82,20,12,15,119,57,21,68,164
NM_004230,28,12,20,131,31,17,31,72,31,19,12,165,43,16,36,146
NM_146387,31,17,24,69,19,13,25,56,6,4,10,101,34,17,44,111
NM_015956,57,33,38,120,52,33,53,106,20,13,14,136,71,34,76,207
NM_000201,105,59,122,238,164,89,113,252,128,68,81,331,183,95,183,270
NM_003259,22,13,26,74,47,23,51,51,23,15,8,100,42,22,37,83
NM_001103167,28,18,18,49,22,15,16,22,24,13,9,63,40,18,40,83
NM_001031734,110,49,129,344,130,76,81,183,103,64,58,437,183,98,176,421
NM_001366174,161,88,137,379,88,42,74,222,149,86,84,460,230,109,226,438
NM_002162,58,22,94,113,99,54,65,107,93,52,42,145,94,49,104,143
NM_003331,41,20,46,77,43,23,40,76,43,29,25,161,82,41,93,132
NM_007065,24,12,38,59,28,19,20,46,17,10,12,101,63,26,61,90
NM_001243121,18,9,25,98,10,4,9,19,33,18,20,198,33,19,33,118
NM_001111307,20,9,10,76,17,12,5,6,13,10,7,142,29,11,14,64
NM_203500,45,20,49,178,44,22,41,145,40,27,23,318,68,34,89,186
NM_001166215,4,1,0,3,1,1,0,0,0,0,0,7,0,0,0,8
NM_001281504,21,9,16,73,23,10,18,65,23,11,14,63,34,21,47,133
NM_023008,25,10,34,73,22,11,25,71,42,23,20,101,33,17,60,118
NM_005498,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,2
NM_001145056,21,12,21,100,21,8,17,41,20,13,7,174,52,20,40,155
NM_017620,17,8,18,73,29,15,16,58,24,16,12,122,27,15,24,77
NM_001137673,14,8,15,65,22,13,13,51,20,14,12,125,23,13,22,73
NM_031209,21,9,21,51,31,16,19,36,12,8,5,69,19,9,26,67
NM_001005362,48,25,45,85,46,31,33,91,32,16,20,159,67,28,55,160
NM_001190716,47,25,44,87,46,31,33,94,33,18,19,166,67,28,55,158
NM_006858,96,47,93,167,171,95,119,209,72,49,51,266,156,81,146,328
NM_001136482,17,9,15,39,23,12,15,43,6,2,4,36,12,1,9,28
NM_001370088,11,6,13,54,11,6,8,47,4,2,2,67,32,21,37,53
NM_001321439,35,21,26,82,41,22,32,90,22,14,12,87,32,12,35,96
NM_003072,6,4,11,26,8,4,11,31,8,5,6,69,35,18,23,60
NM_001128848,18,7,13,63,32,19,24,59,20,13,11,53,27,15,30,80
NM_000527,41,15,46,157,55,32,39,94,35,21,21,160,65,37,83,223
NM_001195799,36,15,44,146,50,27,41,103,32,19,17,167,66,37,81,231
NM_001317033,15,9,27,25,35,16,24,50,24,14,6,78,43,25,53,63
NM_182513,13,7,23,22,35,16,24,50,25,14,9,73,39,24,51,64
NM_001329451,6,1,3,16,10,7,9,9,1,0,1,20,6,4,9,21
NM_001136191,9,4,8,29,10,6,3,41,15,10,6,91,8,6,31,47
NM_001367830,7,3,2,20,7,2,3,29,13,9,7,52,20,10,26,63
NR_134909,16,4,9,26,4,4,6,6,11,6,11,18,12,8,5,16
NR_104199,0,0,1,4,4,1,5,0,3,3,3,4,4,2,0,1
NM_004283,25,8,30,77,31,16,25,83,38,23,13,206,56,32,65,96
NM_033408,51,30,50,112,54,32,37,83,52,34,19,150,99,45,93,131
NM_001321114,57,32,54,114,60,34,38,88,52,34,19,160,120,55,113,136
NM_001080503,30,15,30,94,32,23,31,85,32,23,12,120,69,29,65,81
NM_001170635,25,11,36,79,20,9,15,46,26,14,16,133,39,23,55,111
NR_033663,4,3,5,21,1,1,0,2,3,1,4,51,6,3,4,5
NM_001035223,4,1,5,24,0,0,0,10,6,4,2,21,2,1,5,22
NM_001302453,29,13,42,57,49,22,28,36,28,11,18,59,64,32,56,89
NM_001289103,9,2,5,12,6,1,3,9,5,3,1,17,7,4,6,11
NM_032281,26,11,42,59,84,47,61,50,25,19,18,113,23,14,33,119
NM_138783,94,44,97,303,107,54,81,184,61,30,43,468,127,70,121,369
NM_001243204,28,14,35,75,26,15,23,66,25,16,15,158,29,18,44,122
NM_016581,27,15,31,64,25,11,19,67,23,14,14,101,26,17,37,99
NM_001299,3,1,2,4,0,0,0,1,2,1,3,10,2,1,0,1
NM_032377,35,20,52,89,85,51,61,88,52,36,31,138,92,56,113,179
NM_001363674,35,20,52,89,85,51,61,88,52,36,31,138,92,56,113,180
NM_001111036,17,7,6,58,24,9,12,30,10,4,4,74,41,15,30,77
NM_001290085,29,12,29,115,55,28,26,122,34,23,20,228,83,44,87,205
NR_028594,7,5,10,37,23,10,6,15,12,6,5,12,6,1,7,27
NM_001297610,35,15,28,73,32,15,26,76,25,20,9,145,49,20,32,160
NM_152355,44,19,44,148,37,15,25,55,42,20,23,202,70,32,71,204
NM_152356,21,10,19,63,34,17,26,36,11,4,9,96,30,21,30,77
NM_152357,28,14,29,78,40,16,34,72,49,24,28,158,63,31,50,95
NM_001348718,26,14,25,70,39,18,33,42,42,24,12,192,42,24,29,52
