Eli__repA_counts.bed,Eli__repB_counts.bed,Eli__repBss_counts.bed,Eli__repC_counts.bed,Elizabeth__repA_counts.bed,Elizabeth__repB_counts.bed,Elizabeth__repBss_counts.bed,Elizabeth__repC_counts.bed,Eric__repA_counts.bed,Eric__repB_counts.bed,Eric__repBss_counts.bed,Eric__repC_counts.bed,Ethan__repA_counts.bed,Ethan__repB_counts.bed,Ethan__repBss_counts.bed,Ethan__repC_counts.bed
NM_001135642,319,148,332,737,503,257,405,587,365,213,234,1162,451,247,401,1100
NM_006224,1111,540,1275,1877,1557,809,1190,1629,1328,760,827,3905,1459,729,1371,2688
NM_001284499,379,178,364,1092,552,295,443,829,329,179,188,1596,578,291,549,998
NR_102409,275,137,299,641,758,384,538,627,232,134,145,732,642,324,635,709
NM_031430,70,43,68,210,78,38,69,132,41,24,39,264,130,71,101,176
NM_001164407,35,17,30,35,29,14,19,27,17,11,8,114,17,12,16,36
NR_028505,92,43,96,146,50,22,39,91,61,33,30,147,96,41,69,144
NM_152348,526,244,560,1237,556,297,376,704,484,282,262,1899,614,321,645,1502
NM_001329904,323,176,331,818,388,192,286,475,277,160,144,1348,398,209,387,1297
NM_002615,320,176,328,816,388,192,286,475,276,159,144,1348,398,209,387,1297
NM_052928,577,279,577,1421,649,351,482,755,595,332,346,2649,766,418,695,1500
NM_002945,1231,643,1401,2735,1448,751,1065,1460,1499,845,860,6109,1833,941,1819,2985
NM_178568,32,14,27,127,34,17,37,105,16,8,10,224,56,40,36,161
NR_144474,487,238,470,1622,594,323,406,720,478,258,277,2738,699,380,655,1880
NM_006497,1126,576,1164,3658,1800,931,1384,2378,1456,847,824,9951,1931,1019,1861,5151
NM_001098202,105,51,107,371,213,116,157,271,124,73,75,1176,207,110,193,635
NM_001256828,5709,2908,6098,14055,8853,4563,6650,9156,6826,3933,3887,26869,8339,4324,7844,18173
NM_017575,7412,3771,8077,17997,11650,6044,8810,12262,9419,5394,5375,36956,11105,5808,10651,23261
NM_001304803,684,324,804,1555,885,466,710,1056,698,395,425,2691,907,459,937,1571
NM_021947,684,324,804,1555,885,466,710,1056,693,393,423,2686,907,459,937,1569
NM_018128,720,355,857,1413,929,487,725,953,773,450,496,2889,1040,548,1033,1595
NM_001346700,704,366,729,2048,708,351,517,1075,623,339,364,2995,816,439,789,2283
NM_020310,526,273,557,1428,575,315,431,726,536,305,314,2530,854,459,863,1653
NR_028335,120,55,105,336,167,77,141,192,121,66,65,668,198,97,170,417
NM_024086,1289,662,1434,2834,1491,774,1106,1688,1346,788,833,6861,1910,986,1945,2789
NM_000430,3403,1732,3529,7045,3755,1988,2813,3953,3456,1964,1962,14364,5061,2649,4827,6366
NM_001366662,551,278,571,1073,714,378,490,788,530,312,256,1923,590,309,628,1555
NM_001355573,21,9,24,91,49,31,34,55,27,16,17,200,21,9,30,119
NM_001330058,156,70,191,728,300,142,214,377,174,94,86,828,159,84,176,754
NR_110818,1,1,0,0,0,0,0,1,0,0,0,3,0,0,1,0
NR_147912,26,12,28,60,30,13,26,30,24,16,8,88,22,14,26,59
NM_001321336,76,37,104,386,81,45,84,116,115,66,80,550,140,66,141,361
NM_001128085,10,5,11,65,45,24,39,28,8,4,10,54,18,11,21,43
NM_000049,10,5,10,55,43,21,40,25,11,5,12,60,12,8,21,81
NM_001258205,296,152,300,833,105,53,97,213,397,246,270,1768,431,214,390,1347
NM_080704,365,173,395,935,410,200,298,527,361,201,220,1603,602,292,632,1378
NM_013276,310,156,342,832,346,175,269,488,410,228,203,1664,531,293,509,1122
NM_001031681,373,186,402,911,410,213,270,567,291,158,156,1232,528,276,514,1061
NR_037928,2002,1003,2209,4676,3006,1601,2173,2376,1355,780,788,4896,7023,3638,6993,6954
NM_014604,166,95,179,318,205,99,138,211,118,65,96,355,200,102,189,429
NM_001204519,1230,615,1379,2953,2014,1091,1419,1461,798,472,434,2926,5314,2743,5267,4573
NM_002208,423,216,463,1099,445,238,363,525,512,293,317,2481,836,432,840,1432
NM_001114118,770,390,848,1584,783,383,603,958,857,458,511,3051,950,507,938,1661
NM_032294,96,43,108,237,94,45,59,104,77,46,41,494,131,69,150,307
NM_172207,83,39,89,192,90,43,54,85,69,42,36,418,102,56,121,260
NM_002558,147,65,149,364,71,32,63,103,85,47,55,282,243,146,233,223
NM_174956,884,440,957,1665,813,412,606,1069,672,382,376,1829,1137,579,1145,2157
NM_174954,884,440,957,1664,813,412,606,1067,671,381,372,1829,1134,578,1143,2157
NR_146884,1,1,0,17,2,1,4,2,8,3,1,9,12,6,7,6
NM_015113,2313,1173,2597,5219,2640,1324,2009,3090,2374,1337,1299,9381,3498,1791,3280,5149
NM_144611,212,110,236,383,229,106,125,196,206,111,114,732,204,112,226,411
NM_001257999,1789,878,1906,4233,2177,1115,1712,2771,1854,1065,1036,5956,2724,1368,2704,4441
NM_001330063,1802,885,1922,4235,2181,1119,1715,2780,1858,1067,1042,5960,2734,1376,2716,4448
NM_003342,3708,1835,4316,7593,5032,2571,3855,5540,5027,2833,2915,16701,4757,2466,4656,8549
NM_001320449,121,62,95,352,48,26,27,120,77,42,37,285,85,42,82,269
NM_001124758,273,135,322,768,394,220,289,599,252,151,116,895,375,199,399,1168
NM_001105538,360,171,397,893,448,221,331,484,429,249,231,1256,511,264,503,1016
NM_014520,360,171,397,893,448,221,331,484,429,249,231,1256,511,264,503,1016
NM_153338,2,0,5,7,2,2,6,3,1,0,1,11,3,1,4,6
NM_198501,10,6,7,30,6,2,5,11,4,3,3,32,3,1,4,32
NR_145431,0,0,3,24,5,1,16,8,5,3,1,51,10,3,2,10
NM_001140,46,23,37,77,46,22,32,50,28,22,21,153,50,29,52,76
NM_001278241,973,478,958,1675,893,454,672,1050,837,457,478,3171,1137,600,1065,1815
NM_004313,229,128,238,605,375,224,277,488,232,137,138,1323,343,171,327,838
NM_022059,54,28,49,182,36,16,25,96,57,33,36,412,110,52,99,229
NM_001136046,1,1,10,6,0,0,0,3,0,0,1,23,3,2,2,10
NM_001267822,0,0,4,6,0,0,0,3,0,0,1,23,3,2,2,9
NM_003963,6,2,7,33,16,12,10,17,2,1,1,41,7,3,9,29
NM_001243108,227,108,255,561,269,162,207,344,203,137,106,618,350,165,333,605
NM_001321236,969,481,1047,2159,1464,775,1078,1465,1066,606,610,3733,1614,886,1433,2684
NM_000080,106,53,118,329,165,88,116,193,118,74,64,630,93,51,106,502
NM_001145536,25,14,27,87,39,18,18,18,39,25,25,286,25,15,36,74
NM_001165417,36,18,44,82,38,21,37,37,52,29,35,183,43,21,37,102
NM_001370303,1350,673,1376,2537,1917,952,1439,2318,1143,673,661,4914,1436,741,1329,3304
NM_005022,606,304,671,1310,755,399,567,987,590,349,358,2130,789,397,808,1684
NM_053013,100,54,94,201,135,76,98,162,83,50,51,472,123,61,123,307
NM_004890,318,163,359,726,490,256,371,483,316,169,198,1261,442,227,470,981
NM_001171166,621,282,711,1733,776,413,559,987,665,396,327,2689,962,508,930,2034
NM_001167986,85,38,101,197,115,57,103,120,82,43,43,420,154,85,137,195
NM_006612,899,493,963,1762,1272,648,986,1582,713,412,460,2417,1554,829,1449,2123
NM_153018,205,100,230,667,301,164,225,375,219,128,134,1060,214,117,233,368
NM_014519,134,71,145,493,208,106,141,264,165,89,88,1014,287,144,294,547
NM_001304284,293,147,353,722,283,146,247,304,257,145,146,1013,332,161,364,570
NM_032530,739,352,866,2657,855,447,707,1055,765,430,432,3859,1161,595,1101,2410
NR_034082,4156,2065,4393,14303,4691,2437,3405,7627,6718,3770,4000,43853,4862,2542,4795,11559
NM_207103,2861,1363,3092,10176,3358,1742,2337,5171,4920,2750,2876,33486,3421,1772,3424,8083
NM_001291582,1895,1008,2063,4331,2606,1420,1880,2679,2175,1242,1272,10825,2679,1401,2719,3758
NM_001320653,1914,953,2142,4418,2273,1168,1712,2696,2214,1335,1327,9706,2186,1177,2175,4423
NR_027679,350,166,382,744,425,246,298,375,389,231,244,1398,467,254,422,643
NM_001212,273,129,356,505,314,161,230,358,243,127,146,863,300,157,302,609
NM_020162,390,191,416,761,454,255,328,534,396,213,253,1212,487,290,428,703
NM_001304777,428,216,494,1157,431,217,371,540,471,262,275,1882,562,308,534,868
NM_001258217,174,93,191,438,143,76,134,181,131,81,86,991,189,98,185,340
NM_001033053,1151,569,1292,2660,1153,592,800,1290,1017,578,620,4311,1550,801,1509,2498
NR_040000,46,18,34,247,45,23,42,124,44,23,19,263,63,35,64,140
NM_015253,3,2,5,66,13,6,4,18,8,1,13,51,11,9,5,29
NM_001285401,4,4,6,25,7,2,5,6,2,1,0,23,8,7,5,21
NM_001195228,47,17,35,73,33,18,17,24,17,9,15,88,43,29,46,83
NM_001165966,227,121,223,520,173,83,122,255,164,96,93,584,307,165,253,468
NR_147086,739,376,761,1568,927,467,708,921,704,384,434,2293,1005,519,933,1700
NM_032731,135,72,138,472,192,104,154,217,113,67,74,851,290,164,261,433
NM_016060,238,121,233,642,258,128,200,340,237,146,143,1271,263,135,259,504
NR_045985,23,14,32,63,21,7,15,28,33,17,20,108,38,17,42,49
NM_177550,23,14,21,111,16,8,11,35,30,16,24,137,36,17,33,109
NM_001284510,23,14,21,111,16,8,11,35,30,16,24,137,36,17,33,109
NM_001353135,1268,624,1450,3100,1220,651,908,1266,802,455,437,1409,2004,1074,1895,2579
NM_153230,112,56,97,295,172,95,127,185,67,40,39,187,235,119,205,501
NM_053285,24,7,30,64,19,10,20,18,24,16,10,73,19,8,15,54
NR_002710,676,319,620,1325,447,222,362,719,437,248,270,1397,1008,550,987,1367
NR_040089,718,368,775,1811,774,406,549,869,713,405,380,2777,1042,554,976,1796
NM_000697,389,191,397,936,432,228,310,407,354,214,211,1378,600,315,565,848
NR_037717,392,187,386,1171,512,254,367,813,359,214,188,2000,654,362,622,1452
NR_038310,184,91,197,481,238,117,167,304,195,105,118,820,240,122,261,548
NM_181844,18,7,15,48,35,25,37,51,13,5,11,54,34,16,19,105
NM_201566,31,20,39,186,50,25,32,101,45,25,18,414,86,46,72,326
NM_006344,0,0,0,3,0,0,0,1,1,1,0,3,0,0,0,0
NM_001181,4,1,10,30,0,0,1,4,4,2,3,63,6,3,0,23
NM_001197216,13,8,5,30,3,1,0,8,2,2,0,12,13,8,8,31
NM_001128827,260,131,270,486,306,158,213,284,182,103,106,626,387,188,374,557
NM_001365,305,154,315,570,406,194,266,351,248,145,146,737,479,243,450,798
NM_001270447,805,407,886,2349,1129,562,762,1198,761,441,475,3753,1373,712,1263,3200
NM_000018,528,271,571,1553,658,334,414,701,504,291,305,2465,918,450,810,1685
NM_004422,288,158,286,653,524,287,331,359,238,136,137,981,423,233,392,830
NM_001284518,198,97,206,835,256,137,199,388,199,110,138,1803,310,151,289,752
NM_001284517,207,100,215,848,261,139,202,409,201,112,140,1820,321,154,306,764
NM_015343,211,105,219,380,260,129,198,246,247,153,144,1128,254,144,239,444
NM_203415,231,119,244,611,355,181,267,386,263,143,159,1228,373,201,400,704
NM_001185022,152,79,175,405,138,77,120,307,135,60,81,460,245,143,204,463
NM_001042,0,0,3,7,1,0,1,8,1,1,0,5,7,3,1,14
NM_015982,3,2,6,17,2,2,1,23,3,3,3,44,9,4,8,35
NM_001143760,709,353,774,1306,821,414,586,945,645,383,364,1880,869,437,805,1675
NM_001005408,296,155,287,806,279,144,210,390,271,157,165,1088,396,207,386,966
NM_014716,860,436,942,2175,1105,587,776,1307,975,568,514,3327,1296,688,1270,2685
NM_001002914,59,31,46,116,94,48,65,70,57,30,21,124,47,22,51,154
NM_003985,223,100,228,658,288,144,227,545,168,92,113,722,452,229,460,1279
NR_037719,246,109,256,785,301,163,214,440,304,179,171,1677,401,196,397,906
NM_020795,32,14,35,85,43,26,32,102,43,29,15,227,53,23,74,201
NM_001364672,14,8,24,25,25,16,24,17,21,12,12,21,30,18,21,55
NM_020899,840,402,872,2440,783,415,595,1039,782,443,408,4509,1259,665,1189,2353
NM_003809,52,19,62,144,73,42,45,102,35,25,35,189,47,24,44,114
NM_172087,61,33,64,215,65,32,61,98,51,29,32,280,63,38,63,182
NM_015670,355,183,363,669,552,300,421,417,401,234,209,1310,453,247,431,801
NR_037926,2103,1071,2246,4192,2864,1543,2182,2683,1930,1084,1142,7110,2469,1285,2450,5286
NR_024603,108,56,125,224,152,86,92,109,61,37,38,397,102,54,109,230
NM_004860,511,246,499,1351,648,314,484,789,517,278,317,2577,788,400,731,1214
NM_001289114,127,66,134,378,153,77,128,215,130,70,97,755,214,122,237,407
NM_001146279,4,2,3,2,1,1,1,3,1,1,2,3,11,7,11,5
NM_001303263,14,10,26,129,43,18,34,48,34,16,29,220,53,23,68,116
NM_001678,10,7,23,92,41,17,29,34,32,15,27,164,40,16,52,85
NM_000546,728,383,783,1298,676,340,503,927,662,381,374,2204,772,375,695,1348
NM_001143990,305,154,309,699,356,173,224,461,259,137,152,1192,429,207,388,761
NM_001406,5,3,5,6,13,7,6,1,1,0,0,9,2,2,5,5
NM_001303270,12,5,18,55,16,7,12,20,11,8,7,119,12,5,12,50
NM_001348716,784,354,799,3408,993,527,671,1782,781,453,440,4824,1409,732,1442,3113
NM_001330111,1141,555,1270,2502,1077,574,787,1333,1022,585,567,3364,1492,750,1448,2259
NM_001330110,121,62,127,229,91,51,75,87,91,47,63,197,165,86,156,215
NM_001005271,1873,915,1801,2657,1813,979,1338,1580,1272,743,721,3383,2356,1253,2149,2631
NM_001005273,1700,834,1635,2253,1648,892,1224,1401,1140,665,612,2652,2099,1112,1909,2299
NM_004732,146,69,166,462,193,99,117,242,170,86,71,434,285,139,250,573
NM_001353209,302,140,287,613,257,140,185,222,328,187,180,1336,420,223,369,737
NM_001353203,299,138,283,598,254,138,180,219,325,185,179,1317,416,219,368,720
NM_000180,6,6,4,12,2,2,3,1,6,4,4,13,4,0,5,3
NM_001039130,2,1,2,13,5,1,2,8,1,0,0,4,8,4,14,16
NM_001139,21,12,15,66,3,2,7,17,1,1,0,47,11,5,24,29
NM_001165960,23,17,20,93,14,10,12,23,8,5,9,77,21,9,27,68
NM_032580,85,37,92,148,66,42,62,146,71,45,40,259,114,54,105,232
NM_002616,481,241,453,1676,585,322,442,681,546,322,271,3501,870,441,918,1740
NM_001330125,117,59,141,292,117,62,91,153,173,103,77,632,184,97,177,280
NM_014232,117,59,141,307,124,66,93,157,180,103,82,664,192,101,192,296
NM_183065,273,142,293,476,293,139,246,335,283,167,185,777,435,250,490,631
NM_001313951,224,103,260,522,310,152,211,340,230,127,170,1217,244,124,224,740
NM_001313955,237,112,282,567,344,167,241,364,248,135,185,1272,274,138,257,779
NR_026951,309,152,322,638,351,194,251,421,262,141,167,989,438,211,406,760
NR_046431,1523,757,1649,4387,1672,868,1251,2228,1400,777,836,6482,2358,1202,2230,4195
NM_012393,379,190,387,671,429,209,312,413,391,206,224,1272,437,231,413,844
NR_135483,190,94,183,542,261,134,167,371,207,119,104,923,306,154,292,725
NR_135484,126,63,119,324,146,72,96,196,122,73,60,597,177,90,163,388
NM_173728,4,1,4,12,0,0,1,1,0,0,0,26,0,0,0,3
NM_025014,4,1,4,12,0,0,1,1,0,0,0,26,0,0,0,3
NM_001319953,2,0,1,8,8,4,7,0,2,1,1,16,4,2,6,14
NM_001304947,97,50,112,226,125,69,99,124,71,38,50,390,107,59,92,252
NM_001315530,367,179,382,514,427,223,313,442,370,197,201,1159,417,217,369,591
NM_001146684,59,30,57,142,92,51,74,109,81,49,45,198,78,47,84,221
NM_001025579,713,365,804,1858,887,490,651,810,874,521,473,3866,1141,589,1077,1448
NM_001256095,1272,610,1410,3404,2981,1537,2192,3839,1492,836,821,5698,3252,1735,3170,5059
NM_001256012,1272,610,1410,3400,2980,1536,2190,3837,1492,836,821,5680,3252,1735,3170,5057
NM_144681,9,5,15,42,12,4,8,10,6,4,2,53,17,6,14,31
NM_001128076,13,7,9,36,15,9,8,8,3,1,1,40,12,7,12,20
NM_001010855,9330,4580,10284,24081,9544,5039,7197,9820,9097,5099,5225,35514,10472,5390,10137,20581
NM_001142633,5856,2943,6441,14410,12234,6384,9025,12238,6432,3668,3703,24199,7824,4073,7661,18081
NM_004822,548,272,605,1389,786,411,621,686,469,263,278,1853,814,416,835,1417
NR_110828,15,7,13,29,17,11,23,24,11,7,6,43,21,11,10,41
NR_033656,2217,1116,2435,5028,2401,1204,1673,2363,2075,1193,1255,7435,2972,1551,2936,4347
NM_001080556,34,19,46,139,51,30,33,61,57,31,33,225,47,30,57,130
NM_153210,42,19,39,178,35,17,33,53,39,22,19,225,41,22,35,109
NM_001105571,2,0,3,31,5,2,5,8,1,0,0,58,5,2,4,6
NM_001310219,4,2,8,23,0,0,0,5,1,1,3,23,8,3,5,15
NM_004246,18,7,9,67,27,13,18,27,7,5,6,79,17,8,16,72
NM_002903,8,5,1,19,3,2,3,2,0,0,0,8,9,5,12,10
NM_201433,2252,1111,2491,7406,1070,559,833,1271,1624,930,963,7852,3735,1965,3711,6352
NM_003802,10,4,17,87,26,11,32,30,6,3,5,136,13,8,14,50
NR_125367,40,14,55,262,73,41,42,84,45,25,34,278,70,34,61,147
NM_002472,3,0,4,38,6,3,3,8,1,0,4,37,14,8,6,24
NM_017533,3,1,0,6,3,1,0,3,0,0,0,5,3,2,2,3
NM_005963,2,1,2,21,2,1,0,7,5,2,3,21,3,2,5,15
NM_017534,5,2,8,26,11,8,10,7,13,7,13,20,10,3,6,13
NM_002470,133,53,156,238,128,65,115,108,89,53,65,317,95,45,102,290
NM_004589,478,223,521,1076,433,238,334,572,450,257,304,1997,622,322,623,1009
NM_020233,229,108,255,562,243,134,180,237,203,113,113,1279,325,166,299,458
NM_001359647,361,191,388,753,247,134,201,400,256,139,148,1192,474,246,448,620
NR_073456,73,40,78,186,50,24,34,30,32,20,12,154,52,19,60,183
NR_036581,1,1,1,22,4,4,1,5,0,0,0,16,3,2,4,10
NM_001101387,5,2,4,15,2,2,0,8,4,2,1,21,6,3,2,13
NM_207386,50,27,65,363,66,35,51,85,37,16,36,376,47,29,69,180
NM_001372,168,81,177,798,196,105,159,318,180,98,103,1138,273,138,214,480
NM_001303282,170,82,220,536,205,108,113,218,193,109,124,1031,237,116,219,442
NM_003010,1891,984,2070,3915,1838,964,1420,2253,1882,1109,1111,7308,2338,1293,2234,3409
NR_034145,15,7,18,85,33,17,16,41,6,4,6,156,12,10,10,61
NM_153604,39,14,32,192,19,11,22,60,32,20,14,178,34,18,35,110
NR_104605,12,3,8,86,4,2,10,22,8,4,4,50,18,9,17,41
NR_104607,12,5,13,50,8,2,9,12,3,1,3,81,20,8,15,30
NR_135569,1425,720,1535,4480,999,528,793,2180,2315,1357,1311,8602,1308,698,1149,4063
NM_173717,637,301,727,1418,610,328,496,938,713,407,363,2705,645,338,670,1653
NR_146885,2,0,3,5,0,0,0,1,3,2,0,21,0,0,0,9
NM_006042,8,4,15,134,48,21,62,281,30,16,13,141,31,15,40,80
NR_049718,546,294,543,876,422,227,272,476,468,273,300,1588,562,296,529,799
NM_001303,1095,555,1118,2138,1056,569,723,1271,1034,602,594,3523,1367,733,1283,1978
NM_006041,100,46,134,222,11,5,11,21,116,68,67,296,30,16,26,28
NR_135638,2,0,2,26,5,3,12,12,6,4,4,44,6,4,3,29
NM_001281455,4,4,11,34,9,2,2,6,10,4,6,38,6,2,7,35
NR_104017,4,4,11,34,9,2,3,6,10,4,6,38,6,2,7,35
NM_031898,12,5,9,36,2,1,2,10,1,1,2,46,8,5,3,10
NR_037924,2246,1141,2532,4202,1366,692,991,1690,1927,1132,1126,5843,2383,1297,2376,2580
NM_145301,1685,852,1915,3271,1144,569,830,1383,1523,902,926,5105,1907,1025,1898,2073
NM_001282540,135,62,144,351,140,71,100,136,141,84,88,406,169,86,161,214
NM_001348125,696,329,790,1505,627,339,522,693,673,393,354,2467,850,451,786,1485
NM_001288643,441,205,515,1126,406,213,347,565,505,281,305,1889,542,281,560,793
NM_178571,1,0,7,42,4,4,2,8,11,8,4,59,20,12,18,26
NR_110839,3,2,11,10,2,1,1,1,5,2,1,14,0,0,3,13
NM_000676,91,48,80,264,32,19,28,39,25,13,10,152,39,21,18,81
NM_001042697,118,57,152,352,111,50,68,81,62,35,48,409,103,58,111,187
NM_001271420,1548,790,1627,3561,1766,959,1346,1956,1573,927,963,5723,1864,976,1831,2898
NM_006311,4662,2313,4976,9486,4979,2627,3897,5443,4464,2579,2612,16563,6244,3313,6147,7671
NM_001190440,4284,2126,4613,8552,4525,2385,3538,4958,4137,2396,2409,14531,5742,3036,5662,6988
NM_004278,1319,666,1426,2796,1409,726,1075,1783,1412,828,782,4709,1773,931,1602,2951
NM_181716,208,105,227,499,283,144,233,341,262,156,136,1290,266,133,279,639
NM_016113,934,470,951,2286,1168,630,858,1528,720,407,380,2625,1331,678,1250,2801
NR_027667,317,153,283,288,346,178,256,254,297,171,154,536,331,183,314,427
NM_001113567,1360,697,1471,3607,1825,929,1268,2480,1404,814,853,5900,2207,1151,2025,4764
NM_020653,175,79,211,600,187,99,153,369,163,87,131,769,292,151,238,539
NM_001346168,175,79,211,604,187,99,153,369,163,87,131,769,292,151,238,539
NM_020787,180,92,199,533,129,66,112,291,155,87,83,681,314,175,288,426
NR_130142,595,304,699,1097,791,387,607,491,749,432,474,2289,524,273,498,590
NR_003190,236,123,256,434,387,210,262,297,334,194,233,833,272,150,236,371
NR_146392,1,0,2,0,0,0,0,0,0,0,0,1,2,1,1,2
NR_147084,628,305,614,1510,850,423,587,952,593,348,330,1627,763,401,665,1732
NM_012452,2815,1389,3008,6663,2725,1407,2113,4615,3061,1740,1734,11458,3787,1929,3565,9178
NR_148948,227,118,199,412,189,97,131,370,241,123,156,1125,142,76,136,518
NM_001364716,2252,1129,2371,5674,3494,1839,2461,4129,2384,1362,1347,9326,3713,1956,3415,7847
NM_015134,2235,1121,2355,5638,3461,1823,2445,4100,2369,1355,1336,9254,3680,1941,3373,7766
NM_178836,123,66,114,341,78,46,65,88,125,73,75,514,142,71,135,309
NM_001353229,598,313,603,1446,454,236,329,597,495,261,263,2445,764,374,735,1504
NM_003653,674,352,703,1451,816,427,645,846,748,410,458,2811,858,479,805,1522
NM_001316354,674,352,703,1453,819,430,645,844,747,410,455,2804,860,480,808,1515
NM_020201,200,92,235,653,147,79,110,305,196,107,131,1035,284,149,299,806
NM_018019,300,141,332,882,400,207,309,449,349,213,176,1335,429,220,397,891
NM_148172,512,240,555,853,486,252,393,511,441,250,246,1163,557,280,575,1032
NR_131243,8,2,8,8,1,1,0,3,7,4,2,17,0,0,0,15
NM_030665,2935,1427,3093,6430,3237,1660,2427,4342,2626,1516,1465,8824,3558,1901,3471,7637
NR_130894,151,75,133,272,170,77,123,183,129,77,61,353,159,87,191,367
NM_001005291,822,425,831,2245,982,525,701,1353,650,381,360,3305,984,500,984,2320
NM_004176,822,425,830,2250,984,526,707,1350,646,379,357,3305,984,500,984,2324
NM_001288789,1107,544,1304,2688,1215,612,870,1407,1032,594,631,4027,1758,927,1704,2968
NM_001130090,169,79,208,541,255,131,164,258,210,120,125,810,253,140,226,489
NM_001130091,87,42,112,300,132,69,76,125,88,49,65,410,121,67,109,210
NM_145691,170,92,204,470,295,155,195,301,207,100,118,679,313,153,311,437
NM_024052,191,92,258,684,255,135,176,303,226,129,130,1372,326,155,240,614
NM_001330144,566,296,562,1213,521,271,391,667,521,285,285,1872,642,358,593,1462
NM_016239,336,168,341,1076,341,170,269,427,500,280,243,2358,492,256,400,1420
NM_017758,570,311,597,1609,774,421,528,726,578,318,354,3171,1015,539,991,1588
NM_001256264,375,192,397,841,430,222,311,450,397,215,236,1361,514,249,485,987
NM_001144900,40,18,29,140,31,15,33,45,36,26,32,265,38,23,51,117
NM_148886,29,14,22,99,20,10,21,29,23,18,28,190,24,15,42,83
NM_001320759,968,484,1019,2348,1019,526,791,1210,932,531,535,3958,1373,720,1405,2676
NM_144775,506,264,579,1286,493,248,372,622,477,277,305,2055,668,347,648,1317
NM_001281786,343,171,390,962,423,224,279,499,454,254,231,1843,430,215,416,1154
NM_004169,343,171,390,961,418,221,279,499,450,250,231,1843,429,215,413,1150
NM_001145127,15,9,15,35,14,6,11,33,15,8,12,109,39,20,25,33
NR_001443,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0
NR_146075,1,0,2,4,0,0,0,2,0,0,0,0,2,1,1,1
NM_001040078,60,27,90,115,41,25,36,57,16,8,4,97,53,31,61,177
NR_003554,98,48,118,241,137,85,96,141,109,63,66,268,126,67,127,123
NR_036647,683,333,749,1377,835,437,582,462,686,405,427,2203,424,210,433,463
NM_001039397,2,0,0,14,6,3,3,8,3,2,0,15,15,6,12,7
NR_160540,455,219,521,1184,568,296,437,725,553,321,327,2187,550,291,498,931
NM_001353226,32,17,37,92,37,20,33,55,62,31,25,248,54,27,44,114
NM_001037330,55,27,53,124,76,43,63,66,49,21,26,295,68,44,87,159
NM_001267585,33,18,43,161,47,24,37,43,45,26,17,168,58,30,65,91
NM_001316921,954,513,1128,2211,834,438,597,954,903,523,583,4382,1265,687,1298,1703
NM_001316924,764,417,903,1747,662,354,492,738,694,406,457,3657,993,551,1018,1410
NM_001243942,2384,1259,2527,5665,2545,1338,1915,3003,2182,1287,1281,10806,3452,1827,3306,5261
NM_001282417,1185,616,1265,3702,1503,772,1087,2177,1119,651,643,4921,1558,834,1507,4280
NM_152351,1381,705,1451,4301,1709,881,1237,2495,1297,749,764,5751,1831,981,1748,4831
NM_001039999,489,255,537,1634,526,260,414,772,524,302,282,2129,653,353,646,2019
NM_001330148,2311,1163,2564,5085,4230,2237,3184,4518,2374,1320,1401,7465,4165,2163,4063,5571
NM_006613,2310,1163,2561,5081,4225,2234,3179,4510,2368,1317,1399,7449,4162,2162,4061,5549
NM_001129778,2067,1053,2449,4475,4149,2246,3258,4287,2117,1194,1304,6796,4002,2136,4218,5372
NR_160285,273,129,282,831,612,338,430,1024,236,143,128,983,762,389,705,1369
NM_014964,1098,540,1112,2423,999,509,722,876,1057,592,611,3390,1362,687,1275,1996
NR_048576,63,31,72,173,51,28,48,61,75,40,30,216,86,47,69,179
NM_001368769,620,313,697,1626,434,241,323,619,499,278,306,2080,546,268,578,1782
NM_001321217,287,135,311,647,168,90,127,225,197,115,135,701,229,109,234,651
NM_001243473,216,99,236,487,115,61,84,183,153,81,114,533,173,81,172,498
NM_139033,43,15,46,271,62,33,47,118,83,51,44,582,141,72,114,340
NM_002404,54,31,67,202,86,53,57,128,71,40,60,359,104,51,101,226
NM_007148,0,0,0,2,0,0,0,0,5,4,1,9,1,1,0,1
NM_018242,121,62,136,244,479,246,378,439,322,190,158,1223,225,115,211,216
NM_001369138,332,183,300,669,258,132,201,324,352,194,194,1233,303,148,308,816
NM_001256663,133,67,151,305,126,56,111,156,143,81,87,393,102,45,121,416
NR_135624,133,67,151,307,126,56,111,155,143,81,87,393,99,44,117,416
NM_001135167,13,5,11,26,21,11,7,8,26,14,21,58,6,2,6,45
NM_001330150,20,9,21,49,22,12,8,15,31,19,27,77,7,3,12,74
